data_venda,id_venda,id_linha_venda,id_livro,qtde_item,nome_livro,categoria,autor,preco
2024-12-24,7852,8182,5,1,Dom Casmurro,Ficção,Machado de Assis,129.53
2024-12-09,4781,5111,9,3,A Revolução dos Bichos,Ficção,George Orwell,49.98
2024-11-06,3260,3590,4,5,O Hobbit,Ficção,J.R.R. Tolkien,36.12
2025-03-26,76,225,2,3,1984,Ficção,George Orwell,129.22
2024-09-20,7849,8179,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,138.12
2025-01-18,5823,6153,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,141.35
2024-08-17,3719,4049,4,2,O Hobbit,Ficção,J.R.R. Tolkien,100.53
2025-06-09,3489,3819,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,78.19
2024-11-29,4405,4735,5,3,Dom Casmurro,Ficção,Machado de Assis,20.58
2024-09-16,8462,8792,2,1,1984,Ficção,George Orwell,24.11
2024-08-01,5123,5453,5,1,Dom Casmurro,Ficção,Machado de Assis,125.16
2024-10-20,3533,3863,6,4,Orgulho e Preconceito,Ficção,Jane Austen,141.19
2024-10-03,2084,2414,3,5,Sapiens,Não Ficção,Yuval Noah Harari,27.09
2024-12-03,2761,3091,7,1,O Código Da Vinci,Ficção,Dan Brown,83.19
2024-08-28,8424,8754,3,5,Sapiens,Não Ficção,Yuval Noah Harari,21.35
2024-08-19,5440,5770,4,3,O Hobbit,Ficção,J.R.R. Tolkien,114.69
2024-06-27,9612,9942,6,4,Orgulho e Preconceito,Ficção,Jane Austen,80.39
2025-03-03,2957,3287,7,2,O Código Da Vinci,Ficção,Dan Brown,113.87
2024-10-31,6317,6647,6,4,Orgulho e Preconceito,Ficção,Jane Austen,145.47
2025-04-06,1423,1753,3,4,Sapiens,Não Ficção,Yuval Noah Harari,88.34
2024-10-09,5163,5493,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,125.97
2024-07-20,6155,6485,2,4,1984,Ficção,George Orwell,119.16
2024-11-02,6701,7031,5,1,Dom Casmurro,Ficção,Machado de Assis,42.83
2025-05-07,509,839,4,1,O Hobbit,Ficção,J.R.R. Tolkien,143.19
2025-05-02,3388,3718,9,4,A Revolução dos Bichos,Ficção,George Orwell,23.8
2025-01-30,7987,8317,2,4,1984,Ficção,George Orwell,59.18
2025-03-03,6835,7165,6,2,Orgulho e Preconceito,Ficção,Jane Austen,80.15
2025-02-19,7953,8283,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,100.89
2024-11-11,9583,9913,4,1,O Hobbit,Ficção,J.R.R. Tolkien,26.9
2024-08-07,45,135,5,2,Dom Casmurro,Ficção,Machado de Assis,124.9
2025-03-04,374,704,9,3,A Revolução dos Bichos,Ficção,George Orwell,94.34
2024-10-10,1100,1430,3,5,Sapiens,Não Ficção,Yuval Noah Harari,108.1
2024-11-28,6195,6525,7,4,O Código Da Vinci,Ficção,Dan Brown,27.5
2024-11-13,4358,4688,2,2,1984,Ficção,George Orwell,33.0
2025-03-30,633,963,7,1,O Código Da Vinci,Ficção,Dan Brown,76.64
2024-09-21,4970,5300,3,1,Sapiens,Não Ficção,Yuval Noah Harari,56.78
2024-12-25,6674,7004,9,4,A Revolução dos Bichos,Ficção,George Orwell,142.77
2025-06-08,4791,5121,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,120.01
2025-03-29,7709,8039,4,3,O Hobbit,Ficção,J.R.R. Tolkien,85.01
2024-11-09,5403,5733,7,4,O Código Da Vinci,Ficção,Dan Brown,100.39
2024-07-26,3878,4208,9,1,A Revolução dos Bichos,Ficção,George Orwell,127.96
2024-12-05,6891,7221,5,4,Dom Casmurro,Ficção,Machado de Assis,21.14
2024-08-05,8494,8824,4,5,O Hobbit,Ficção,J.R.R. Tolkien,95.21
2024-06-18,2677,3007,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,120.04
2024-11-06,4630,4960,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,109.72
2024-10-18,3063,3393,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,60.27
2024-10-19,4646,4976,4,5,O Hobbit,Ficção,J.R.R. Tolkien,81.58
2024-11-15,2270,2600,6,3,Orgulho e Preconceito,Ficção,Jane Austen,92.08
2024-08-16,3237,3567,6,2,Orgulho e Preconceito,Ficção,Jane Austen,67.41
2024-12-16,5588,5918,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,54.81
2024-11-06,7132,7462,2,3,1984,Ficção,George Orwell,65.79
2025-03-17,93,279,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,46.41
2024-07-15,9009,9339,5,5,Dom Casmurro,Ficção,Machado de Assis,78.05
2025-05-09,2347,2677,4,2,O Hobbit,Ficção,J.R.R. Tolkien,116.63
2025-05-19,3367,3697,3,4,Sapiens,Não Ficção,Yuval Noah Harari,31.26
2025-04-23,3201,3531,7,2,O Código Da Vinci,Ficção,Dan Brown,140.29
2025-05-28,372,702,3,2,Sapiens,Não Ficção,Yuval Noah Harari,112.6
2025-05-22,8388,8718,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,102.98
2025-04-08,7127,7457,5,5,Dom Casmurro,Ficção,Machado de Assis,30.83
2024-10-19,7319,7649,7,5,O Código Da Vinci,Ficção,Dan Brown,102.51
2024-08-13,6361,6691,9,4,A Revolução dos Bichos,Ficção,George Orwell,120.62
2024-08-02,6975,7305,7,1,O Código Da Vinci,Ficção,Dan Brown,30.77
2025-01-13,4047,4377,7,3,O Código Da Vinci,Ficção,Dan Brown,111.21
2025-03-02,5218,5548,3,5,Sapiens,Não Ficção,Yuval Noah Harari,139.74
2024-06-26,2448,2778,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,120.38
2024-08-19,6859,7189,7,3,O Código Da Vinci,Ficção,Dan Brown,40.06
2025-06-13,3828,4158,7,3,O Código Da Vinci,Ficção,Dan Brown,138.76
2025-02-10,5508,5838,4,1,O Hobbit,Ficção,J.R.R. Tolkien,42.93
2025-03-29,6220,6550,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,141.48
2025-03-15,5810,6140,9,2,A Revolução dos Bichos,Ficção,George Orwell,96.41
2025-03-02,6502,6832,9,4,A Revolução dos Bichos,Ficção,George Orwell,118.84
2025-06-07,3014,3344,5,5,Dom Casmurro,Ficção,Machado de Assis,124.53
2025-04-30,59,175,7,2,O Código Da Vinci,Ficção,Dan Brown,73.02
2024-11-13,4869,5199,6,2,Orgulho e Preconceito,Ficção,Jane Austen,61.69
2025-05-03,150,437,5,3,Dom Casmurro,Ficção,Machado de Assis,76.84
2025-05-17,7077,7407,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,114.0
2024-07-22,3783,4113,6,5,Orgulho e Preconceito,Ficção,Jane Austen,22.44
2025-05-01,5581,5911,6,5,Orgulho e Preconceito,Ficção,Jane Austen,107.18
2025-06-09,4567,4897,4,1,O Hobbit,Ficção,J.R.R. Tolkien,46.86
2024-08-30,121,360,6,1,Orgulho e Preconceito,Ficção,Jane Austen,41.62
2025-06-07,7004,7334,2,4,1984,Ficção,George Orwell,95.31
2025-03-15,2242,2572,3,5,Sapiens,Não Ficção,Yuval Noah Harari,82.16
2025-06-08,1879,2209,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,36.34
2024-07-01,6433,6763,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,44.08
2024-09-17,7589,7919,3,5,Sapiens,Não Ficção,Yuval Noah Harari,139.1
2025-01-20,6221,6551,6,3,Orgulho e Preconceito,Ficção,Jane Austen,140.0
2025-04-30,5853,6183,9,1,A Revolução dos Bichos,Ficção,George Orwell,52.13
2024-12-08,3416,3746,2,1,1984,Ficção,George Orwell,68.7
2025-01-04,8760,9090,2,1,1984,Ficção,George Orwell,133.39
2024-09-04,66,197,7,2,O Código Da Vinci,Ficção,Dan Brown,44.53
2024-08-17,4841,5171,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,127.61
2025-01-04,7993,8323,7,3,O Código Da Vinci,Ficção,Dan Brown,95.02
2024-08-02,4042,4372,4,3,O Hobbit,Ficção,J.R.R. Tolkien,32.4
2025-02-21,7714,8044,2,1,1984,Ficção,George Orwell,23.79
2025-03-04,5941,6271,4,1,O Hobbit,Ficção,J.R.R. Tolkien,47.12
2024-06-25,4960,5290,2,2,1984,Ficção,George Orwell,136.82
2024-12-03,1842,2172,6,5,Orgulho e Preconceito,Ficção,Jane Austen,22.99
2024-06-26,6205,6535,9,3,A Revolução dos Bichos,Ficção,George Orwell,115.0
2024-12-20,383,713,7,4,O Código Da Vinci,Ficção,Dan Brown,48.67
2024-10-26,3364,3694,2,4,1984,Ficção,George Orwell,42.86
2024-09-19,549,879,7,5,O Código Da Vinci,Ficção,Dan Brown,109.25
2025-04-30,,4085,6,1,Orgulho e Preconceito,Ficção,Jane Austen,65.81
2025-05-20,1119,1449,6,2,Orgulho e Preconceito,Ficção,Jane Austen,121.23
2025-06-04,7567,7897,4,5,O Hobbit,Ficção,J.R.R. Tolkien,72.9
2024-08-02,4075,4405,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,78.4
2024-12-14,8435,8765,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,116.89
2025-04-07,2522,2852,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,22.05
2024-10-09,1470,1800,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,72.42
2025-04-09,3716,4046,5,4,Dom Casmurro,Ficção,Machado de Assis,118.5
2024-09-25,1208,1538,3,3,Sapiens,Não Ficção,Yuval Noah Harari,61.37
2024-12-04,7167,7497,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,83.42
2025-04-25,7705,8035,5,4,Dom Casmurro,Ficção,Machado de Assis,79.29
2024-12-04,5248,5578,6,4,Orgulho e Preconceito,Ficção,Jane Austen,84.47
2024-11-24,8992,9322,3,3,Sapiens,Não Ficção,Yuval Noah Harari,131.02
2025-02-16,5640,5970,6,1,Orgulho e Preconceito,Ficção,Jane Austen,123.57
2025-01-15,4789,5119,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,135.57
2025-03-14,4751,5081,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,58.85
2025-03-26,637,967,6,3,Orgulho e Preconceito,Ficção,Jane Austen,67.14
2024-08-08,8839,9169,4,2,O Hobbit,Ficção,J.R.R. Tolkien,34.81
2025-02-01,1129,1459,9,2,A Revolução dos Bichos,Ficção,George Orwell,49.27
2025-02-08,567,897,7,2,O Código Da Vinci,Ficção,Dan Brown,120.46
2025-01-13,1488,1818,7,1,O Código Da Vinci,Ficção,Dan Brown,58.16
2024-09-03,13,37,9,3,A Revolução dos Bichos,Ficção,George Orwell,43.63
2025-04-30,4215,4545,3,5,Sapiens,Não Ficção,Yuval Noah Harari,113.7
2025-02-23,3005,3335,9,3,A Revolução dos Bichos,Ficção,George Orwell,83.1
2025-05-16,379,709,5,3,Dom Casmurro,Ficção,Machado de Assis,110.43
2025-03-02,3205,3535,4,5,O Hobbit,Ficção,J.R.R. Tolkien,97.77
2025-05-08,7018,7348,9,1,A Revolução dos Bichos,Ficção,George Orwell,89.56
2025-01-01,2793,3123,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,71.25
2025-06-15,5349,5679,2,3,1984,Ficção,George Orwell,137.37
2024-11-05,64,193,2,2,1984,Ficção,George Orwell,127.94
2025-03-31,1308,1638,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,103.61
2024-10-08,7349,7679,4,4,O Hobbit,Ficção,J.R.R. Tolkien,103.53
2024-07-08,8575,8905,3,2,Sapiens,Não Ficção,Yuval Noah Harari,45.9
2024-09-16,6238,6568,2,5,1984,Ficção,George Orwell,139.23
2025-01-20,1994,2324,3,5,Sapiens,Não Ficção,Yuval Noah Harari,130.7
2025-03-10,7639,7969,7,5,O Código Da Vinci,Ficção,Dan Brown,147.21
2025-03-11,541,871,5,2,Dom Casmurro,Ficção,Machado de Assis,98.9
2024-07-25,6459,6789,5,3,Dom Casmurro,Ficção,Machado de Assis,34.57
2025-03-23,6738,7068,4,4,O Hobbit,Ficção,J.R.R. Tolkien,127.05
2025-04-13,8256,8586,4,2,O Hobbit,Ficção,J.R.R. Tolkien,124.3
2024-09-14,5330,5660,3,3,Sapiens,Não Ficção,Yuval Noah Harari,104.98
2025-05-26,168,492,4,3,O Hobbit,Ficção,J.R.R. Tolkien,148.78
2024-07-28,8195,8525,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,145.41
2024-09-04,4066,4396,6,2,Orgulho e Preconceito,Ficção,Jane Austen,64.16
2025-06-03,1824,2154,5,2,Dom Casmurro,Ficção,Machado de Assis,58.57
2025-05-12,7713,8043,9,1,A Revolução dos Bichos,Ficção,George Orwell,121.34
2025-02-10,8694,9024,3,2,Sapiens,Não Ficção,Yuval Noah Harari,149.72
2025-05-24,9138,9468,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,137.33
2024-06-23,3826,4156,2,2,1984,Ficção,George Orwell,148.44
2024-12-11,5563,5893,3,5,Sapiens,Não Ficção,Yuval Noah Harari,36.07
2024-10-11,7412,7742,4,2,O Hobbit,Ficção,J.R.R. Tolkien,30.67
2024-11-22,2983,3313,4,4,O Hobbit,Ficção,J.R.R. Tolkien,37.21
2024-10-24,8587,8917,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,125.31
2025-05-16,6748,7078,4,4,O Hobbit,Ficção,J.R.R. Tolkien,31.91
2025-03-22,5119,5449,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,26.19
2025-04-15,9527,9857,6,1,Orgulho e Preconceito,Ficção,Jane Austen,54.51
2024-07-31,1690,2020,2,5,1984,Ficção,George Orwell,30.88
2025-03-28,3068,3398,6,1,Orgulho e Preconceito,Ficção,Jane Austen,30.21
2025-04-30,7776,8106,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,44.95
2025-04-14,4145,4475,6,4,Orgulho e Preconceito,Ficção,Jane Austen,32.02
2025-02-01,5252,5582,8,5,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,35.56
2025-01-17,6293,6623,7,3,O Código Da Vinci,Ficção,Dan Brown,138.29
2024-08-03,1679,2009,5,3,Dom Casmurro,Ficção,Machado de Assis,103.52
2024-09-09,2485,2815,6,4,Orgulho e Preconceito,Ficção,Jane Austen,124.31
2024-12-28,3479,3809,5,5,Dom Casmurro,Ficção,Machado de Assis,83.9
2025-05-24,7156,7486,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,56.41
2025-05-01,7897,8227,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,71.32
2024-12-26,9370,9700,9,4,A Revolução dos Bichos,Ficção,George Orwell,80.2
2024-09-30,4761,5091,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,108.85
2024-12-21,4861,5191,7,3,O Código Da Vinci,Ficção,Dan Brown,101.79
2025-02-05,1627,1957,7,4,O Código Da Vinci,Ficção,Dan Brown,137.12
2025-03-27,3376,3706,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,69.59
2025-04-28,3114,3444,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,89.43
2024-08-31,9400,9730,7,3,O Código Da Vinci,Ficção,Dan Brown,77.0
2024-12-11,2861,3191,9,5,A Revolução dos Bichos,Ficção,George Orwell,52.94
2024-12-15,8452,8782,9,2,A Revolução dos Bichos,Ficção,George Orwell,89.21
2024-06-26,7338,7668,2,3,1984,Ficção,George Orwell,60.74
2024-09-26,142,417,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,95.55
2025-05-31,879,1209,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,120.63
2024-12-02,6664,6994,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,62.42
2024-08-03,,9952,7,3,O Código Da Vinci,Ficção,Dan Brown,147.28
2024-08-29,5092,5422,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,146.25
2024-06-28,,3312,7,2,O Código Da Vinci,Ficção,Dan Brown,26.19
2024-12-08,4492,4822,7,5,O Código Da Vinci,Ficção,Dan Brown,92.04
2025-02-23,4888,5218,8,4,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,134.75
2025-06-02,8262,8592,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,98.01
2024-07-21,3,7,5,3,Dom Casmurro,Ficção,Machado de Assis,130.1
2025-02-16,9206,9536,9,1,A Revolução dos Bichos,Ficção,George Orwell,79.61
2024-07-18,4316,4646,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,75.39
2024-07-02,7683,8013,9,2,A Revolução dos Bichos,Ficção,George Orwell,108.67
2025-05-29,7015,7345,2,1,1984,Ficção,George Orwell,97.09
2025-03-21,7403,7733,9,1,A Revolução dos Bichos,Ficção,George Orwell,27.71
2025-04-09,8972,9302,9,2,A Revolução dos Bichos,Ficção,George Orwell,106.62
2025-03-18,5595,5925,2,1,1984,Ficção,George Orwell,95.24
2024-09-14,653,983,9,5,A Revolução dos Bichos,Ficção,George Orwell,139.92
2025-04-03,1497,1827,5,5,Dom Casmurro,Ficção,Machado de Assis,28.99
2024-08-07,3563,3893,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,72.45
2024-11-18,6988,7318,2,5,1984,Ficção,George Orwell,25.62
2024-07-10,2592,2922,2,3,1984,Ficção,George Orwell,120.11
2025-05-12,4243,4573,3,1,Sapiens,Não Ficção,Yuval Noah Harari,84.01
2025-05-13,3168,3498,2,2,1984,Ficção,George Orwell,137.54
2025-03-08,1393,1723,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,100.09
2025-04-29,4252,4582,5,1,Dom Casmurro,Ficção,Machado de Assis,146.93
2025-04-25,6341,6671,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,33.31
2024-09-19,5914,6244,9,5,A Revolução dos Bichos,Ficção,George Orwell,120.24
2024-11-16,3127,3457,3,5,Sapiens,Não Ficção,Yuval Noah Harari,105.92
2025-05-24,5255,5585,4,3,O Hobbit,Ficção,J.R.R. Tolkien,114.79
2024-07-16,6827,7157,4,5,O Hobbit,Ficção,J.R.R. Tolkien,74.06
2025-06-02,720,1050,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,88.26
2024-12-16,8482,8812,3,2,Sapiens,Não Ficção,Yuval Noah Harari,101.36
2024-08-30,9538,9868,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,78.82
2024-11-16,6161,6491,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,63.96
2025-06-11,2780,3110,5,5,Dom Casmurro,Ficção,Machado de Assis,70.82
2024-08-19,1633,1963,3,1,Sapiens,Não Ficção,Yuval Noah Harari,59.12
2025-03-24,4188,4518,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,39.0
2024-12-24,6300,6630,5,5,Dom Casmurro,Ficção,Machado de Assis,145.34
2025-04-28,9599,9929,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,40.28
2025-05-07,147,430,7,3,O Código Da Vinci,Ficção,Dan Brown,77.24
2024-07-12,8701,9031,9,2,A Revolução dos Bichos,Ficção,George Orwell,91.34
2025-05-04,4619,4949,7,5,O Código Da Vinci,Ficção,Dan Brown,118.47
2024-07-02,3965,4295,7,5,O Código Da Vinci,Ficção,Dan Brown,127.27
2025-06-15,186,516,9,4,A Revolução dos Bichos,Ficção,George Orwell,98.04
2024-09-02,6621,6951,4,1,O Hobbit,Ficção,J.R.R. Tolkien,72.88
2024-11-12,9478,9808,3,5,Sapiens,Não Ficção,Yuval Noah Harari,148.97
2025-05-14,5050,5380,5,3,Dom Casmurro,Ficção,Machado de Assis,56.26
2024-09-15,9081,9411,2,1,1984,Ficção,George Orwell,87.4
2025-03-23,5659,5989,4,5,O Hobbit,Ficção,J.R.R. Tolkien,62.08
2025-04-30,9412,9742,3,2,Sapiens,Não Ficção,Yuval Noah Harari,58.12
2025-03-29,4211,4541,2,1,1984,Ficção,George Orwell,86.93
2024-08-14,6497,6827,1,1,A Menina que Roubava Livros,Ficção,Markus Zusak,77.7
2024-09-06,7459,7789,7,2,O Código Da Vinci,Ficção,Dan Brown,115.8
2025-03-12,7544,7874,4,3,O Hobbit,Ficção,J.R.R. Tolkien,96.14
2024-08-20,2127,2457,4,1,O Hobbit,Ficção,J.R.R. Tolkien,35.08
2024-11-12,311,641,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,89.15
2024-10-24,9572,9902,5,3,Dom Casmurro,Ficção,Machado de Assis,27.45
2025-03-12,4699,5029,6,5,Orgulho e Preconceito,Ficção,Jane Austen,43.63
2024-11-28,3064,3394,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,36.8
2024-07-04,,1792,7,1,O Código Da Vinci,Ficção,Dan Brown,105.05
2024-07-01,1635,1965,9,1,A Revolução dos Bichos,Ficção,George Orwell,138.59
2025-03-12,,5243,3,5,Sapiens,Não Ficção,Yuval Noah Harari,57.05
2024-11-06,5335,5665,4,5,O Hobbit,Ficção,J.R.R. Tolkien,67.3
2024-12-05,5769,6099,9,3,A Revolução dos Bichos,Ficção,George Orwell,121.44
2025-01-14,9164,9494,9,1,A Revolução dos Bichos,Ficção,George Orwell,137.56
2025-02-08,1243,1573,4,5,O Hobbit,Ficção,J.R.R. Tolkien,78.18
2024-09-26,4366,4696,7,2,O Código Da Vinci,Ficção,Dan Brown,112.82
2025-04-04,9105,9435,7,3,O Código Da Vinci,Ficção,Dan Brown,110.2
2025-02-02,7960,8290,4,5,O Hobbit,Ficção,J.R.R. Tolkien,72.91
2025-02-11,4894,5224,3,2,Sapiens,Não Ficção,Yuval Noah Harari,140.34
2024-07-03,5642,5972,7,2,O Código Da Vinci,Ficção,Dan Brown,104.83
2024-08-12,5133,5463,4,5,O Hobbit,Ficção,J.R.R. Tolkien,46.39
2024-08-22,6980,7310,8,2,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,54.82
2024-10-06,7227,7557,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,132.1
2025-01-02,2463,2793,4,4,O Hobbit,Ficção,J.R.R. Tolkien,75.57
2025-02-02,244,574,3,4,Sapiens,Não Ficção,Yuval Noah Harari,47.67
2025-04-07,3586,3916,9,3,A Revolução dos Bichos,Ficção,George Orwell,40.59
2025-05-30,4136,4466,3,1,Sapiens,Não Ficção,Yuval Noah Harari,74.41
2025-06-07,1826,2156,4,2,O Hobbit,Ficção,J.R.R. Tolkien,131.53
2024-07-14,982,1312,1,2,A Menina que Roubava Livros,Ficção,Markus Zusak,50.72
2025-03-23,7121,7451,7,2,O Código Da Vinci,Ficção,Dan Brown,143.91
2025-01-31,1678,2008,7,1,O Código Da Vinci,Ficção,Dan Brown,73.2
2024-10-09,8380,8710,1,4,A Menina que Roubava Livros,Ficção,Markus Zusak,59.08
2025-04-26,4586,4916,9,4,A Revolução dos Bichos,Ficção,George Orwell,123.56
2025-04-27,5205,5535,9,5,A Revolução dos Bichos,Ficção,George Orwell,51.48
2024-09-18,5689,6019,5,1,Dom Casmurro,Ficção,Machado de Assis,25.51
2024-07-23,5481,5811,3,3,Sapiens,Não Ficção,Yuval Noah Harari,72.69
2025-02-10,3767,4097,4,5,O Hobbit,Ficção,J.R.R. Tolkien,139.97
2024-09-26,8696,9026,7,1,O Código Da Vinci,Ficção,Dan Brown,83.68
2024-09-08,19,59,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,21.53
2024-12-28,3331,3661,5,2,Dom Casmurro,Ficção,Machado de Assis,114.08
2024-08-05,5866,6196,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,128.57
2025-04-22,1524,1854,7,3,O Código Da Vinci,Ficção,Dan Brown,28.5
2025-04-27,4576,4906,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,97.17
2024-06-28,7914,8244,4,4,O Hobbit,Ficção,J.R.R. Tolkien,127.29
2025-03-16,8334,8664,2,5,1984,Ficção,George Orwell,123.53
2025-01-16,5818,6148,2,4,1984,Ficção,George Orwell,83.7
2024-12-14,,5182,1,3,A Menina que Roubava Livros,Ficção,Markus Zusak,105.96
2024-07-13,6236,6566,2,4,1984,Ficção,George Orwell,61.76
2024-06-29,247,577,9,3,A Revolução dos Bichos,Ficção,George Orwell,73.12
2024-09-04,9239,9569,4,1,O Hobbit,Ficção,J.R.R. Tolkien,44.07
2025-02-10,8013,8343,6,2,Orgulho e Preconceito,Ficção,Jane Austen,81.95
2025-01-30,5058,5388,7,3,O Código Da Vinci,Ficção,Dan Brown,110.97
2025-06-04,8285,8615,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,30.28
2024-10-15,3296,3626,6,2,Orgulho e Preconceito,Ficção,Jane Austen,136.24
2025-02-08,90,269,7,5,O Código Da Vinci,Ficção,Dan Brown,134.65
2024-12-20,118,353,2,2,1984,Ficção,George Orwell,51.6
2024-06-30,7846,8176,6,5,Orgulho e Preconceito,Ficção,Jane Austen,58.23
2024-08-30,5879,6209,7,5,O Código Da Vinci,Ficção,Dan Brown,140.2
2024-11-05,5596,5926,2,2,1984,Ficção,George Orwell,20.37
2025-03-16,1015,1345,8,1,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,71.86
2024-07-20,551,881,5,4,Dom Casmurro,Ficção,Machado de Assis,39.46
2025-04-25,7732,8062,8,3,O Pequeno Príncipe,Ficção,Antoine de Saint-Exupéry,142.58
2024-06-19,6577,6907,2,5,1984,Ficção,George Orwell,87.62
2024-07-01,5516,5846,9,1,A Revolução dos Bichos,Ficção,George Orwell,68.22
2024-12-01,1268,1598,6,3,Orgulho e Preconceito,Ficção,Jane Austen,110.02
2025-05-01,3509,3839,1,5,A Menina que Roubava Livros,Ficção,Markus Zusak,76.09
